position,channelId,channelTitle,videoId,publishedAt,publishedAtSQL,videoTitle,videoDescription,tags,videoCategoryId,videoCategoryLabel,topicCategories,duration,durationSec,dimension,definition,caption,defaultLanguage,defaultLAudioLanguage,thumbnail_maxres,licensedContent,hasPaidProductPlacement,locationDescription,latitude,longitude,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
62,UCoa-D_VfMkFrCYodrOC9-mA,"Band Jornalismo",A9UFCET90ZU,2016-11-02T11:18:14Z,"2016-11-02 11:18:14","Karnal: liberdade de expressão nos tira da selvageria","Para o historiador Leandro Karnal, a liberdade de expressão é uma conquista que pressupõe ouvir opiniões contrárias, e não pode ultrapassar os limites éticos ou que firam aquilo que é determinado pela lei.","Leandro Karnal 02/11/2016 eleição,eleições,jornalismo,band,notícias",25,"News & Politics","Politics,Society,Television_program",PT2M33S,153,2d,hd,false,pt-PT,pt,https://i.ytimg.com/vi/A9UFCET90ZU/maxresdefault.jpg,1,,,,,32253,1474,,0,108
63,UC0m8kce0XCG6y9QDLUfN8xQ,"🇧🇷hdjf make brazil great again",PILwMnaNpKI,2025-07-09T03:04:47Z,"2025-07-09 03:04:47","Liberdade de Expressão É Seu Direito Inato! 😮🌟","Descubra por que a liberdade de expressão é um direito fundamental nos EUA, independente de etnia ou cor. É seu, intrinsecamente! 💪 #LiberdadeDeExpressão #DireitosFundamentais #EUA #Constituição #Opinião #Democracia #Cidadania #VozAtiva #Respeito #SociedadeLivre",,22,"People & Blogs",Society,PT20S,20,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/PILwMnaNpKI/maxresdefault.jpg,,,,,,68580,5568,,0,213
64,UC376n347Ob5Lwzq2WGzF1AA,"SBT News",TovKnLrEwlw,2026-04-03T00:39:33Z,"2026-04-03 00:39:33","STF rebate relatório dos EUA sobre ataques à liberdade de expressão no Brasil | #SBTBrasil","O STF divulgou uma nota rebatendo relatório do Congresso dos Estados Unidos que responsabilizava a Suprema Corte por supostos ataques à liberdade de expressão. A corte brasileira contesta as críticas e apresenta sua posição oficial sobre o assunto. Saiba todos os detalhes no SBT Brasil. Inscreva-se no canal para mais notícias: https://www.youtube.com/@SBTNews Todas as notícias em www.sbtnews.com.br #sbtnews #notícias #sbtbrasil #STF #SupremoTribunalFederal #LiberdadeDeExpressão #CongressoEUA #Política #Brasil #Justiça #Direitos #PoderJudiciário #CorteSuprema #PosiçãoOficial #Controvérsia #NotíciaPolítica #Atualização #SBTBrasil #Jornalismo #ÚltimasNotícias #DebateJurídico #CenárioPolítico #DireitoConstitucional #CríticasInternacionais #Tribunal #Judiciário #Defesa #Democracia #BrasilAtual #PolíticaBrasileira #Autoridades #AtualizaçãoPolítica #NotíciaUrgente","jornal do sbt,sbt,jornalismo sbt,sbt news,notícias de hoje,SBT Jornalismo,notícias,SBT Brasil,Sbt News,stf,suprema corte,brasil,congresso dos eua,liberdade de expressão,nota oficial,crítica internacional,murilo fagundes,política,jurisprudência,justiça",25,"News & Politics","Politics,Society,Television_program",PT1M21S,81,2d,hd,false,pt-PT,pt-BR,https://i.ytimg.com/vi/TovKnLrEwlw/maxresdefault.jpg,1,,,,,30163,141,,0,126
65,UCVFbXI6Gu8U2f9Gjtxw4A-Q,UOL,DQMBJWhsICs,2026-04-15T14:43:27Z,"2026-04-15 14:43:27","Flávio Bolsonaro critica Moraes após inquérito: 'Tentativa de cercear liberdade de expressão'","O senador Flávio Bolsonaro (PL) criticou a ordem do ministro do STF Alexandre de Moraes para abertura de investigação contra ele por calúnia ao presidente Lula (PT). UOL News vai ao ar de segunda a sexta-feira em duas edições: às 10h e às 16h. Aos sábados, o UOL News é exibido às 11h e 16h, e aos domingos, às 16h. O programa é sempre ao vivo e traz as principais notícias do dia com entrevistas e análise de colunistas. #UOLNewsManhã #CanalUOL #UOL #UOLNews #política #notícias #lula #flaviobolsonaro #moraes #stf #corte","flavio bolsonaro,lula,moraes,stf,inquerito flavio bolsonaro,alexandre de moraes hoje,lula delatado maduro,noticias stf hoje,pesquisa quaest 2026,lula vs flavio bolsonaro,calunia lula,pet 15648,flavio bolsonaro investigado,pgr paulo gonet,policia federal hoje,urgente brasil,politica 2026,foro de sao paulo,flavio bolsonaro quaest,lula desaprovacao,stf ao vivo,decisao moraes hoje,maduro lula,eleicoes 2026,flavio bolsonaro 42%,lula 40%",25,"News & Politics","Politics,Society,Television_program",PT7M46S,466,2d,hd,false,pt-BR,pt-BR,https://i.ytimg.com/vi/DQMBJWhsICs/maxresdefault.jpg,1,,,,,29179,1014,,0,527
66,UCVFbXI6Gu8U2f9Gjtxw4A-Q,UOL,hwGZmbpkusw,2025-06-04T15:15:55Z,"2025-06-04 15:15:55","Leo Lins condenado: Qual o seu limite de liberdade de expressão? | Hélio de la Peña","Qual o limite do humor? ⬅️ “É quanto o humorista tem de grana pra pagar um bom advogado”, diz Hélio de la Peña Acompanhe a cobertura completa das principais notícias do dia em https://www.uol.com.br » Se inscreva no UOL no YouTube: http://www.youtube.com/uol » Se inscreva no UOL no Instagram: https://www.instagram.com/uoloficial » Se inscreva no UOL no TikTok: https://www.tiktok.com/@uol #UOL #UOLNews","Leo Lins,Leo Lins ondenado,Leo Lins preso,Leo Lins prisão,Leo lins foi preso,leo lins 8 anos de prisão,leo lins,leo lins piadas,leo lins show,show proibido de Leo lins,instagram Leo lins,o que leo lins falou,idade leo lins,leo lins humorista,leo lins panico,leo lins sbt",25,"News & Politics","Humour,Society",PT2M58S,178,2d,hd,false,pt-BR,pt-BR,https://i.ytimg.com/vi/hwGZmbpkusw/maxresdefault.jpg,1,,,,,40892,3292,,0,503
67,UCyTS929PXJSUiBEFSzdypgg,"Canal do Cortella",Fns51DZvFdU,2023-10-22T15:00:17Z,"2023-10-22 15:00:17","Qual limite da liberdade de expressão? #cortella #shorts","Existe um limite para a liberdade de expressão? Confira a resposta na participação no podcast @blogmhm . . . #cortella #cortellaoficial #liberdade . . . 🟢 Você conhece o Podcast A Grande Fúria do Mundo? O especialista em mídia digital Pedro Mota Cortella e o filósofo Mario Sergio Cortella criaram um podcast onde mantêm um diálogo aberto entre pai e filho sobre assuntos que têm a ver com o seu dia a dia. Educação, política, carreira, espiritualidade… Divergências, convergências e, acima de tudo, muita reflexão. Inscreva-se no canal ""A Grande Fúria do Mundo"" e ative as notificações 👉 https://www.youtube.com/channel/UCiWSq4rna3A2pQe810Lsc1g 🧑‍🏫*Seja aluno de Mario Sergio Cortella: https://cursodocortella.com.br/* 📘 Conheça os livros do Professor Cortella: https://amzn.to/3jAA8eJ SIGA OS CANAIS OFICIAIS DO PROFESSOR CORTELLA NAS OUTRAS REDES SOCIAIS: - INSTAGRAM - https://www.instagram.com/cortella -FACEBOOK - https://www.facebook.com/MarioSergioCortella -LINKEDIN - https://www.linkedin.com/in/mario-sergio-cortella/ -TWITTER - https://twitter.com/cortellaoficial","cortella,palestra,palestrante,ética,política,cortela,mario,sergio,motivacional",27,Education,Society,PT54S,54,2d,hd,false,pt,pt,https://i.ytimg.com/vi/Fns51DZvFdU/maxresdefault.jpg,1,,,,,28604,3486,,0,38
68,UCaWDv5swQOJrK1Aaq-ovMig,"Aula No Tubo",oB68qAnvHEs,2024-11-18T01:01:18Z,"2024-11-18 01:01:18","Elon Musk: O Verdadeiro Herói da Liberdade de Expressão!","A história de Elon Musk vai além das inovações tecnológicas e chega ao cerne do debate sobre liberdade de expressão. Após investir 44 bilhões para transformar o Twitter, ele desafiou um sistema que busca controlar o discurso na era digital. Em um mundo dividido, Musk propõe dar voz a todos, incluindo a direita, em uma conversa necessária sobre o que é aceitável nas redes sociais. A provocação está lançada: como reagir a essa nova ordem? Veja a ironia dessa luta contemporânea pela liberdade! #ElonMusk #LiberdadeDeExpressão #Twitter #FuturoDigital #CulturaDoCancelamento #LiberdadeDeFala #Inovação #Tecnologia #DesafiosModernos #shorts",,22,"People & Blogs",,PT37S,37,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/oB68qAnvHEs/maxresdefault.jpg,1,,,,,26429,2210,,0,14
69,UCvmWNQH4c2T3Triih3lftiw,"Cortes do Inteligência [OFICIAL]",YPbaGpH6oNU,2025-01-15T14:00:39Z,"2025-01-15 14:00:39","ENTENDA a DIFERENÇA de LIBERDADE de EXPRESSÃO e DIREITO à LIBERDADE de EXPRESSÃO - TIAGO PAVINATTO","TIAGO PAVINATTO é apresentador, professor, doutor e mestre em Direito. Ele tem como característica a irreverência e bom humor, e vai bater um papo sobre as novas diretrizes da Meta sobre checagem de fatos. O Vilela tem como característica ser velho. ASSISTA a este episódio completo: https://youtube.com/live/gnC1E3qiV5k Comece o ano com as melhores roupas do mercado! #InsiderStore Use meu cupom INTELIGENCIA para desbloquear um desconto especial! https://creators.insiderstore.com.br/InteligenciaLTDA Conheça os projetos da APROSOJA Mato Grosso no instagram deles: https://www.instagram.com/aprosojamt 💡Você já imaginou como seria a sua vida se você fosse funcionário público? https://estra.ink/3PxjDyz Comece o ano com as melhores roupas do mercado! #InsiderStore Use meu cupom INTELIGENCIA para desbloquear um desconto especial! https://creators.insiderstore.com.br/InteligenciaLTDA Contato: inteligencialimitada@gmail.com Quer mandar presentes para nós? A/C Rogério Vilela CAIXA POSTAL Caixa Postal: 81969 CEP: 05619-970 São Paulo - SP # #InteligenciaLtda #Podcast ---------- REALIZAÇÃO: Fábrica de Quadrinhos ANFITRIÃO: Rogério Vilela | Siga no Instagram: @vilela EDIÇÃO: Yasmin, Gabriel e Wander PRODUÇÃO: Rogério Vilela ROTEIRO: Fabio Mantoanelli","Podcast,Entrevista,bate-papo,Stand-up,Cortes do Flow,Cortes,Canal de cortes,Inteligência limitada,Inteligencia Ltda,cortes podcast,talk flow,podpah,cortes podpah",24,Entertainment,"Humour,Lifestyle_(sociology)",PT16M40S,1000,2d,hd,false,pt-PT,pt-BR,https://i.ytimg.com/vi/YPbaGpH6oNU/maxresdefault.jpg,1,,,,,26094,2041,,0,121
70,UCO_PvRgvciBeaDerEe6ODOw,Henri,lXaLhOE6NCc,2024-11-29T17:15:01Z,"2024-11-29 17:15:01","IA DEBATE: Liberdade de Expressão - Irrestrita VS Controlada","Duas Inteligências Artificiais avançadas, cada uma defendendo perspectivas opostas, se enfrentam em um debate intenso sobre os limites da liberdade de expressão. Em busca de respostas para uma das questões mais complexas e atuais da sociedade, elas exploram os benefícios, os riscos e as implicações de cada abordagem. CAPÍTULOS ▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀ 00:00 Introdução 00:36 1º Ponto - Pergunta Inicial 09:48 2º Ponto - Liberdade para Opinar e Criticar 18:42 3º Ponto - Proteção Contra Discurso de Ódio 28:25 Argumentações Finais (Resumo) 33:30 Finalização COMO AJUDAR O CANAL? ▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀ Você pode me ajudar a produzir vídeos cada vez melhores, se tornando membro do canal. Temos 3 níveis: 🥉Apoiador Planetário 🥇Apoiador Cósmico Basta clicar no botão ""Seja membro"" na página do canal e conhecer os benefícios de cada nível (Obrigado de coração pelo apoio). Redes Sociais e Contato ▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀▀ Instagram: https://www.instagram.com/henri_flx/ E-mail para contato: henrifelix.contato@gmail.com","debate,debate IA,henri,henri felix,filosofia,psicologia,inteligencia artificial,livre arbitrio,ai debate,chatgpt,gpt,inteligência,inteligência artificial,podcast,debate flow,ia debate capitalismo,henri debate,liberdade de expressao,liberdade de expressão,expressão,liberdade,debate liberdade,debate expressão,debate liberdade de expressão,liberdade irrestrita,liberdade controlada,debate irrestrita vs controlada,ia debate liberdade,elon musk,twitter",24,Entertainment,,PT34M15S,2055,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/lXaLhOE6NCc/maxresdefault.jpg,1,,,,,25641,2086,,0,622
71,UCWdGgeyOnCOGnvhNdbVl1dQ,"Gazeta do Povo",Aypiz9izrK4,2023-06-05T12:00:23Z,"2023-06-05 12:00:23","Liberdade de Expressão: conteúdo e objetivos | CURSO GRÁTIS","👊🏻 INSCRIÇÃO GRÁTIS NO CURSO Para a censura não vencer, entre neste movimento. Inscreva-se grátis para receber as aulas https://bit.ly/43lOVgP ▀▀▀▀▀▀▀▀▀▀▀▀▀▀ Em um momento de polarização política e de decisões judiciais polêmicas, a compreensão sobre a liberdade de expressão e o seu valor para a democracia se tornou fundamental. Ministrado por um dos maiores especialistas no tema do país, o curso se propõe a rever princípios fundamentais que regem a liberdade de expressão nas nações democráticas e obter luz para avaliar de forma criteriosa algumas das novas linhas adotadas recentemente pelo Supremo Tribunal Federal (STF) e o Tribunal Superior Eleitoral (TSE). ▀▀▀▀▀▀▀▀▀▀▀▀▀▀ 🗣️ SOBRE O CURSO INSTRUTOR: Guilherme Doring Cunha Pereira Doutor e mestre pela Faculdade de Direito da Universidade de São Paulo – USP, onde também foi professor da cadeira de Direito Empresarial por 3 anos, de 1996 a 1998. Idealizador, coordenador e professor do curso master em Jornalismo para Editores para capacitação das lideranças nas redações dos veículos de comunicação do Brasil e países vizinhos. Conferencista em defesa da liberdade de expressão e autor dos seguintes livros: “Alienação do Poder de Controle Acionário”, publicado pela editora Saraiva em 1995, e “liberdade e Responsabilidade dos Meios de Comunicação”, pela editora RT, em 2000. ▀▀▀▀▀▀▀▀▀▀▀▀▀▀ ⚫ AULAS ▪️ MÓDULO 1 AULA 1 Alcance e significado da Liberdade de expressão https://youtu.be/6HryQ1myLF8 AULA 2 Diferentes tipos ou categorias de expressão https://youtu.be/oehksx8uNtk AULA 3 Honra x liberdade de narrar fatos https://youtu.be/B2_5FoPKMaA AULA 4 Honra x liberdade de crítica https://youtu.be/xj2_BipcsQk  ▪️ MÓDULO 2 AULA 5 Crimes de incitação e apologia https://youtu.be/iVW5BvWX2zk AULA 6 Crimes de preconceito https://youtu.be/N2oakBwS8SQ AULA 7 Homofobia e racismo https://youtu.be/jiJF0mKxlTI ▪️ MÓDULO 3 AULA 8 Democracia Militante https://youtu.be/YGE5wSWQ9Vg AULA 9 Análise de decisões do STF e TSE https://youtu.be/civX_8wxvmI ▀▀▀▀▀▀▀▀▀▀▀▀▀▀ LIBERDADE É NA GAZETA! Se você apoia a liberdade de expressão e gostou deste conteúdo, assine a Gazeta do Povo. São mais de 40 colunistas e 80 jornalistas. Assine por um valor irrisório: https://bit.ly/41HUkOo #liberdadedeexpressao #curso",,25,"News & Politics","Politics,Society",PT11M52S,712,2d,hd,true,pt-PT,pt,https://i.ytimg.com/vi/Aypiz9izrK4/maxresdefault.jpg,1,,,,,25459,2438,,0,66
72,UCj1tV5jQJ043QwrZn0ImEVQ,"Curso Vaza, Falsiane!",VvvYT4RBSds,2018-07-30T14:43:31Z,"2018-07-30 14:43:31","Liberdade de expressão tem limite?","Neste vídeo exclusivo do curso Vaza, Falsiane (www.vazafalsiane.com), Iberê Thenório, criador do Manual do Mundo, explica a ideia de liberdade de expressão e mostra por que nenhum direito individual é absoluto.","fake news,desinformação,educação,media literacy",22,"People & Blogs",Lifestyle_(sociology),PT3M30S,210,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/VvvYT4RBSds/maxresdefault.jpg,,,,,,23236,963,,0,63
73,UCWsAGxZOFnyN2LiY4wcBCKA,"Edits Inteligentes",7ZjMQeD8XXA,2023-06-25T19:31:59Z,"2023-06-25 19:31:59","Descubra a verdade chocante sobre liberdade de expressão nos EUA.","Nesse vídeo é levantado o tópico sobre a liberdade de expressão e o que ha de diferente em relação ao Brasil. #cortespodcast #cortes #podcast #gordofobia #youtubeshorts",,22,"People & Blogs",Society,PT26S,26,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/7ZjMQeD8XXA/maxresdefault.jpg,,,,,,22336,907,,0,16
74,UCFa8VkwOB6wyXbR1c7IunzQ,"Tuttle Twins em Português",sRURABDrKew,2024-12-08T21:00:27Z,"2024-12-08 21:00:27","James Madison Ensina Sobre a LIBERDADE DE EXPRESSÃO | Tuttle Twins","Assista episódios completos de Tuttle Twins em: https://www.Angel.com/TuttleTwins Crianças, economia e liberdade. Tudo junto em uma única série. Junte-se à vovó Gabby enquanto ela leva seus netos em aventuras em uma máquina do tempo em cadeira de rodas para aprender sobre os princípios de liberdade, governo, economia e muito mais! Tuttle Twins ensina crianças, pré-adolescentes e adolescentes de uma maneira divertida e envolvente. SIGA TUTTLE TWINS NAS REDES SOCIAIS Instagram ► https://www.instagram.com/tuttletwinstv_br TikTok ► https://www.tiktok.com/@tuttletwinstv_br ▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬ SOBRE TUTTLE TWINS Como você fala sobre economia com seus filhos? Seu filho pré-adolescente deve se preocupar com o governo? Por muito tempo, os pais estiveram à mercê dos desenvolvedores profissionais de currículos para ensinar seus filhos. A história é cortada, os princípios-chave são completamente omitidos, e o tempo e a atenção são dedicados a coisas de menor importância. Isso acabou! Tuttle Twins é a primeira série de desenhos animados que ensina as crianças sobre liberdade, economia e governo. A missão de Tuttle Twins é alcançar 100 milhões de crianças, para que em 10 anos, quando essas crianças ingressarem nas universidades e nas urnas eleitorais, suas comunidades e nosso mundo sejam um lugar mais livre. Milhões de famílias que compraram os livros originais de Tuttle Twins de Connor Boyack descobriram que as histórias são uma excelente maneira de educar e entreter as crianças de maneiras que a escola não consegue. Em cada episódio, os gêmeos Ethan e Emily Tuttle se juntam à sua avó Gabby em loucas aventuras de viagens no tempo. Juntos, visitam lugares importantes da história e conhecem personagens históricos famosos como Benjamin Franklin, Frederic Bastiat, Susan B. Anthony, Milton Friedman, Adam Smith, Harriett Tubman e mais. Tuttle Twins ajuda os pais a ensinar aos seus filhos lições importantes sobre liberdade, direitos individuais, economia, empreendedorismo, a regra de ouro, liberdade de expressão, responsabilidade pessoal, governo, e muito mais. Com personagens adoráveis, histórias incríveis, canções cativantes e muitas risadas, Tuttle Twins é um entretenimento educativo que é divertido para toda a família. ▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬ SOBRE ANGEL STUDIOS Angel Studios é um serviço de streaming que oferece entretenimento para toda a família que amplifica a luz, com títulos como The Chosen, Dry Bar Comedy e Tuttle Twins. Angel Studios, um novo tipo de estúdio cinematográfico, financia, produz e distribui títulos premiados de produtores independentes. Site ► https://www.angel.com © 2024 Tuttle Twins Show LLC. Todos os direitos reservados. Distribuído por Angel Studios #tuttletwins #tuttletwinstv #tuttletwinses #angelstudios #liberdade #desenhoanimado",,27,Education,"Entertainment,Film,Television_program",PT2M53S,173,2d,hd,false,pt-PT,pt-BR,https://i.ytimg.com/vi/sRURABDrKew/maxresdefault.jpg,1,,,,,21406,1674,,0,85
75,UC_JjfmtOpnhLDyZVRo-88zg,"Patrick Maia",HkvKyMF6qZA,2025-10-21T22:48:42Z,"2025-10-21 22:48:42","Liberdade de expressão no Brasil. - CHEVECORTES #179 - Jones Manoel ","Episódio completo: https://youtu.be/gEEDFrcnoZA?si=t2X28KqG8h-arWg8","Patrick Maia,Chevetalks,Podcast,Jones Manoel,Politica,Comunismo,Marxismo",24,Entertainment,Lifestyle_(sociology),PT17M13S,1033,2d,hd,false,pt-PT,pt-BR,https://i.ytimg.com/vi/HkvKyMF6qZA/maxresdefault.jpg,1,,,,,20767,1997,,0,110
76,UCIHwyJi76D027pbkzct731g,"Eslen Podcast",FsbZcFmJjG8,2025-07-10T23:17:21Z,"2025-07-10 23:17:21","Sobre Liberdade de Expressão - Dr. Dennys Xavier [Ep. 131]","Se você tem interesse em obter conhecimento acadêmico útil para seu dia a dia em diversas áreas, conheça o Reservatório de Dopamina. Lá, eu e diversos professores procuramos dar a você informações relevantes que possam ajudar sua performance física e mental. Mais informações nesse link: https://reservatoriodedopamina.com.br/?utm_source=descricao-yt-ed&utm_term=vendas&utm_campaign=perpetuo&src=descricao-yt-ed&utm_medium=podcast100725 InPBE: https://inpbe.com/formacao-inpbe1510/?utm_source=descricao-yt-ed&src=descricao-yt-ed&utm_medium=podcast100725 00:00 Deixe o like no episódio! 00:26 Cupom ESLEN no site da Probiótica 00:49 Apresentação Dr. Dennys Xavier 02:00 Aprendizado de outros idiomas para estudar filosofia clássica 05:26 Defesa da liberdade 07:25 Existem limites na liberdade de expressão? 08:35 Contextualização histórica da filosofia 09:57 Desconstrução da importância da razão 11:07 Revolução Francesa 11:50 Dom Pedro II 12:40 Modernidade e Pós-Modernidade 15:20 O que é arte? 17:48 Literatura atual 19:55 Analfabetismo funcional no Brasil 21:07 Liberdade de expressão no Brasil atual 23:40 Surgimento da ideia do livro 27:54 Stuart Mill e a ideia de liberdade 31:00 STF e a liberdade no Brasil 34:18 STF e Marco Civil da Internet 38:20 Pensamentos preconceituosos devem ser silenciados? 39:12 Idealização da sociedade 40:47 Perda da liberdade de expressão no Brasil 42:17 Condenação de Léo Lins 45:03 Rousseau e Hobbes 45:55 Libertarianismo 47:50 Censura e espaços públicos 48:35 Aristóteles, ética e felicidade 53:30 Racismo no futebol 54:38 Difamação e crimes de fala 56:55 Liberdade de pensamento e suas consequências 59:13 Big Techs e regulação estatal 59:55 Aposta em tigrinho e poder estatal 01:07:00 Plano da expressão e plano da ação 01:09:18 Estados Unidos e sua Constituição 01:10:20 Brasil e Constituição 01:11:15 Publicização dos ministros do STF 01:14:53 “Tiranização” do STF 01:17:04 Existência do STF no Brasil 01:19:07 Países que perderam a liberdade 01:19:49 Monark e seu cancelamento 01:24:01 Caso do deputado Daniel Silveira 01:25:00 Problemas da democracia 01:26:24 Diferenças do mundo das ideias e das ações 01:29:00 Bolsonaro e tortura 01:30:45 Limites da liberdade na sociedade atual 01:34:45 Nossas falas têm consequências? 01:36:51 Idade Média 01:37:42 As pessoas têm autodeterminação? 01:43:33 Desnutrição e poder de decisão 01:51:20 Eugenia e controle estatal 01:53:33 Liberdade de expressão e consequências 01:55:39 ANVISA e agências reguladoras 01:56:32 Epistocracia 01:58:25 EUA e racismo 01:59:30 Liberdade de expressão × Controle 02:00:30 Controle estatal e educação no Brasil 02:02:00 Educação e liberdade de expressão 02:06:44 Filosofia para crianças 02:07:51 Importância do debate 02:09:22 Stuart Mill e expectativa da universalização da educação 02:10:45 Exposição e batalha de ideias 02:11:45 Países que são referência na liberdade de expressão 02:12:58 Governantes presos no Brasil 02:13:52 Países nórdicos 02:14:40 Estônia 02:14:35 Crise na democracia 02:16:48 Redes sociais e livros de Dr. Dennys Xavier 02:20:24 Inscreva-se no canal SEJA MEMBRO DO ESLEN PODCAST: https://www.youtube.com/channel/UCIHwyJi76D027pbkzct731g/join Quer falar com um dos assessores da Edro? Preencha o forms no link a seguir para podermos marcar nossa primeira reunião! bit.ly/sejanedro Link para atendimento na BeHealth: https://behealth.com.br/cbh-yt-eslen https://behealth.com.br/agendamento-de-consulta-eslenpodcast CUPOM ESLEN NO SITE DA PROBIÓTICA Cupom JUGULAR no site da https://www.maxtitanium.com.br/ SPOTIFY: https://open.spotify.com/show/3qVEPe1bdHIzHNBOSHOzqv INSTAGRAM DO PODCAST: https://www.instagram.com/eslen.podcast/ Inscreva-se no meu canal: https://bit.ly/3oyVCtb Me siga nas redes sociais onde posto conteúdos diários: https://bit.ly/3oSBIKJ Mais sobre o Eslen Delanogare: Eslen é psicólogo clínico, neurocientista, amante do esporte e acredita que aplicar conhecimento no dia-a-dia é a melhor forma de melhorar a saúde e a performance mental e física Gravação: https://www.instagram.com/agenciainsula/ Edição: https://www.instagram.com/perazzzo/","Sobre Liberdade de Expressão - Dr. Dennys Xavier [Ep. 131],liberdade de expressao,flow,monark flow,monark,somos livres,eslen delanogare,eslen podcast,eslen delanogare podcast,dennys xavier,professor dennys,libertarianosmo,liberalismo,liberal,limites liberdade de expressao,leo lins,leo lins condenacao,stf,bolsonaro,lula",28,"Science & Technology","Health,Society",PT2H21M18S,1278,2d,hd,false,pt-PT,pt-BR,https://i.ytimg.com/vi/FsbZcFmJjG8/maxresdefault.jpg,1,,,,,20614,1918,,0,318
77,UCOrurWaVyW1dMjBlcwj1QHw,"Dom Rasta",i94PX_yhNiI,2015-10-27T00:30:20Z,"2015-10-27 00:30:20","Liberdade de Expressão - Dom Rasta [CLIPE OFICIAL]","Com bastante orgulho, nós da Dom Rasta lançamos O CLIPE OFICIAL - Liberdade de Expressão. ""É plantando a esperança que se colhe o bem no futuro"" Esse clipe foi produzido por Aquarela Cariri e Doctor Studio","Reggae (Musical Genre),Clip,Roots,domrasta,aquarelacariri,doctorstudio,Dub,Jamaica,Sound,reggae",22,"People & Blogs","Music,Music_of_Latin_America,Reggae",PT3M38S,218,2d,hd,false,pt-PT,pt,,,,,,,19855,641,,0,56
78,UCTHMHXsOiBx2ybIewNAJL6w,"News Update",DwWW1IJPq4U,2024-04-21T22:01:10Z,"2024-04-21 22:01:10","TikTok Critica Lei nos Estados Unidos: Liberdade de Expressão em Risco","O TikTok criticou a aprovação de um projeto de lei nos Estados Unidos que pode banir a plataforma no país. Neste vídeo, a correspondente Mariana Janjacomo traz os detalhes e explica por que o TikTok emitiu um comunicado sobre essa questão. #TikTokCritica #LiberdadeDeExpressão #ProjetoDeLei #TikTokNosEUA #CensuraDigital #PolíticaDosEstadosUnidos #MarianaJanjacomo #ComunicadoTikTok #RestriçãoDigital #DiscussãoAtual",,25,"News & Politics","Politics,Society",PT44S,44,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/DwWW1IJPq4U/maxresdefault.jpg,,,,,,18354,350,,0,10
79,UCctFYAKsEsNAH4JO9MkRtpQ,jvictorthegreat,g3J9ZGPj8_k,2011-08-31T04:48:19Z,"2011-08-31 04:48:19","Liberdade de Expressão - Direito de ofender","Para os ""politicamente-corretos"" de plantão, esse vídeo é para enaltecer o meu direito à LIBERDADE DE EXPRESSÃO. Ninguém está isento de crítica ou de ofensa. Se ofendeu? Problema seu!","liberdade,expressao,freedom,speech,educational",27,Education,Knowledge,PT1M32S,92,2d,sd,false,pt-PT,en,,,,,,,17593,747,,0,68
80,UCS5AgZlCvxxjWVSBzLGF1RQ,doda12smo,_4_Sn7JjDNo,2010-06-21T14:07:28Z,"2010-06-21 14:07:28","Liberdade de expressão-Raimundos","Slide com fotos","liberdade,de,expressão",17,Sports,"Music,Rock_music",PT3M2S,182,2d,sd,false,pt-PT,pt-PT,,,,,,,17095,49,,0,
81,UCiyRb7MOiHW2ADmsLE3o_Ew,"Grandes Pensadores da Humanidade",UxN9vzylSnc,2025-09-03T21:15:03Z,"2025-09-03 21:15:03","Na Liberdade de Expressão eu sou livre pra dizer o que eu quiser.","Na Liberdade de Expressão eu sou livre pra dizer o que eu quiser. Mario Sergio Cortella. #liberdade #expressão #mariosergiocortella #cortella #lições #pensadores #grandespensadoresdahumanidade","liberdade,expressão,mario sergio cortella,cortella,lições,pensadores,grandes pensadores da humanidade",27,Education,"Politics,Society",PT31S,31,2d,hd,false,pt-BR,pt-BR,https://i.ytimg.com/vi/UxN9vzylSnc/maxresdefault.jpg,,,,,,37079,449,,0,5
